Denmark;DNK;11.78401383;10.11194239;10.49196453;9.810842233;9.950133216;11.74744309;11.50329653;11.37930503;10.74325063;9.505090019;9.770698699;11.69331148;10.5045545;10.99825503;11.7169489;10.92454083;13.71465193;11.64768852;11.22730415;10.36266364;9.613175554;9.875092348;9.68193193;10.38827349;9.362701019;8.683987178;10.11898393;9.213429503;8.632128791;8.054911965;8.258492419;7.29835805;6.514800847;6.634640099;5.873333894;5.422285595;5.549144642
Dominican Republic;DOM;1.112623746;1.03908163;1.044904965;1.276422372;1.175661316;1.128311358;1.240127956;1.449378471;1.43293925;1.4813911;1.293873521;1.381478401;1.474553011;1.558841009;1.623582732;2.031582325;2.1786862;2.232566223;2.239637803;2.224826127;2.336211672;2.304615367;2.444813767;2.430906034;2.040163268;2.048899025;2.146017882;2.267220596;2.189791897;2.112115223;2.168401096;2.218164291;2.211814203;2.137089301;2.178516992;2.347495156;2.429209493
Algeria;DZA;3.460646099;2.342523351;1.920016191;2.493859764;3.267070323;3.24482431;3.301704728;3.538318126;3.434399506;3.188334948;2.988109843;2.994245635;2.964986363;2.974812411;3.062919622;3.313688067;3.317745825;2.936511706;3.543876554;3.005719449;2.830379965;2.677772173;2.822388898;2.838319656;2.707388281;3.236168271;3.004365149;3.202067336;3.173224552;3.435787368;3.312560602;3.30557127;3.477108092;3.525557358;3.735802777;3.854556576;3.69915599
Ecuador;ECU;1.682677309;2.036215248;2.293674564;2.267481924;2.403764385;2.143304586;1.643988673;1.587355866;1.770430028;2.028399989;1.644802224;1.575351863;2.079173552;2.208269131;1.218079923;1.994005781;2.067063089;1.53627099;1.841248424;1.727676846;1.633810349;1.789962374;1.89830216;2.017035713;2.136325251;2.188925641;2.052671013;2.233048279;2.33000964;2.441287187;2.428931904;2.393286737;2.101982396;2.638983709;2.893262958;2.669044326;2.495570554
Egypt;EGY;1.044579953;1.14816451;1.241194813;1.221776527;1.330844492;1.297999551;1.473543662;1.438892496;1.395745831;1.317447718;1.345700659;1.352889371;1.370058599;1.548598481;1.391815107;1.531180799;1.480830436;1.667412297;1.846565185;1.857246054;2.053217709;1.78826769;1.779303147;2.031736645;2.034616425;2.213982578;2.323117698;2.417069964;2.493673565;2.548036898;2.449400701;2.572041784;2.5468908;2.425236458;2.519807397;2.429419735;2.525862866
Eritrea;ERI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.320676334;0.361006741;0.39400236;0.352471029;0.267575434;0.276982933;0.26553732;0.265599089;0.243869752;0.274922116;0.283134477;0.271133872;0.188489157;0.188456938;0.132897934;0.161023039;0.158457436;0.180271017;0;0;0;0;0
Spain;ESP;5.734778954;5.48982234;5.525887108;5.367036187;5.190482538;5.230998485;4.93636136;4.934193197;5.134110769;5.837882861;5.624190007;5.790484006;5.973836221;5.570288803;5.901638793;6.082242269;5.848744212;6.292802734;6.5022035;6.991264687;7.257824346;7.290748328;7.591280782;7.611166445;7.908050681;8.097058048;7.88419571;7.920890716;7.165531607;6.216973378;5.816416366;5.788018458;5.660938803;5.084398353;5.033824487;5.393418949;5.249157873
Estonia;EST;0;0;0;0;0;0;0;0;0;0;0;0;15.57605126;13.05673945;13.02054613;12.19581745;12.96252174;12.93833023;11.76694109;10.90411323;10.63625164;11.21670899;10.79350419;12.49335386;12.68399031;12.36701519;12.00996206;13.69230689;12.72804897;10.72472097;13.35457519;13.63275073;12.96359254;14.66803339;13.82505125;12.43885277;12.60802104
Ethiopia;ETH;0.051861418;0.051869598;0.040044819;0.048357936;0.042281792;0.044651154;0.052778063;0.059580287;0.05972766;0.061100422;0.063020997;0.060168109;0.057689541;0.056832908;0.040603416;0.044931236;0.048574873;0.050264786;0.05150765;0.049069617;0.053600098;0.063861001;0.064460739;0.069101838;0.071325206;0.067051465;0.07012642;0.074681496;0.079959443;0.078301462;0.074478123;0.079165607;0.091865839;0.109142185;0.126763767;0.136045864;0.143524928
Finland;FIN;12.18667255;10.73140319;8.925664185;8.562246655;8.65558094;10.13132618;10.84333288;11.68994386;10.54993985;10.59243558;10.37716896;10.71047721;9.415521088;9.948375064;11.24602792;10.32014335;11.95863616;11.66057821;11.05828449;10.7295164;10.08384283;10.90061426;11.79651071;13.17316796;12.85091118;10.44160191;12.4898655;12.05202658;10.72135652;10.00121318;11.54656566;10.51589155;9.05308174;8.671666999;8.647964154;7.775642295;8.34721998
